,index_building,index_room,n_connections,area,isovistArea,building_type
0,0,0,2,4769,2268,Mosques
1,0,1,10,1363,719,Mosques
2,0,2,5,832,712,Mosques
3,0,3,2,415,435,Mosques
4,0,4,5,290,785,Mosques
5,0,5,2,282,100,Mosques
6,0,6,7,250,487,Mosques
7,0,7,19,194,2,Mosques
8,0,8,2,165,833,Mosques
9,0,9,2,59,205,Mosques
10,0,10,2,57,0,Mosques
11,0,11,2,46,93,Mosques
12,0,12,1,44,359,Mosques
13,0,13,2,25,59,Mosques
14,0,14,3,24,679,Mosques
15,0,15,1,24,27,Mosques
16,0,16,4,22,79,Mosques
17,0,17,1,11,85,Mosques
18,0,18,1,11,92,Mosques
19,0,19,1,11,154,Mosques
20,0,20,1,11,153,Mosques
21,0,21,1,11,53,Mosques
22,0,22,1,11,24,Mosques
23,0,23,1,11,69,Mosques
24,0,24,1,11,59,Mosques
25,0,25,2,11,96,Mosques
26,0,26,1,11,24,Mosques
27,0,27,1,11,97,Mosques
28,0,28,1,11,70,Mosques
29,0,29,2,11,53,Mosques
30,0,30,1,11,59,Mosques
31,0,31,1,10,82,Mosques
32,0,32,1,10,80,Mosques
33,0,33,2,8,21,Mosques
34,0,34,2,7,1361,Mosques
35,0,35,2,6,15,Mosques
0,1,0,10,23162,65078,Mosques
1,1,1,6,7508,46120,Mosques
2,1,2,11,6463,5676,Mosques
3,1,3,9,987,2190,Mosques
4,1,4,10,592,959,Mosques
5,1,5,2,569,575,Mosques
6,1,6,1,391,947,Mosques
7,1,7,1,322,305,Mosques
8,1,8,1,299,1489,Mosques
9,1,9,1,299,1488,Mosques
10,1,10,6,294,868,Mosques
11,1,11,2,273,1016,Mosques
12,1,12,2,262,3443,Mosques
13,1,13,22,233,1593,Mosques
14,1,14,1,187,472,Mosques
15,1,15,5,164,860,Mosques
16,1,16,2,151,1373,Mosques
17,1,17,2,151,1272,Mosques
18,1,18,1,150,100,Mosques
19,1,19,7,128,398,Mosques
20,1,20,5,121,344,Mosques
21,1,21,5,121,329,Mosques
22,1,22,9,113,876,Mosques
23,1,23,2,60,26396,Mosques
24,1,24,1,57,58,Mosques
25,1,25,1,57,55,Mosques
26,1,26,2,56,148,Mosques
27,1,27,1,56,58,Mosques
28,1,28,1,45,45,Mosques
29,1,29,1,42,56,Mosques
30,1,30,1,42,49,Mosques
31,1,31,4,40,317,Mosques
32,1,32,1,29,67,Mosques
33,1,33,1,27,809,Mosques
34,1,34,1,27,771,Mosques
35,1,35,1,27,744,Mosques
36,1,36,1,27,704,Mosques
37,1,37,3,25,196,Mosques
38,1,38,3,25,194,Mosques
39,1,39,2,24,209,Mosques
40,1,40,2,23,207,Mosques
41,1,41,2,23,209,Mosques
42,1,42,2,23,209,Mosques
43,1,43,1,23,24,Mosques
44,1,44,2,22,524,Mosques
45,1,45,2,21,42536,Mosques
46,1,46,1,21,83,Mosques
47,1,47,1,21,46,Mosques
48,1,48,1,21,46,Mosques
49,1,49,1,21,45,Mosques
50,1,50,1,21,56,Mosques
51,1,51,1,20,40,Mosques
52,1,52,1,20,43,Mosques
53,1,53,1,20,43,Mosques
54,1,54,1,20,43,Mosques
55,1,55,1,20,36,Mosques
56,1,56,1,20,37,Mosques
57,1,57,1,20,27,Mosques
58,1,58,1,20,25,Mosques
59,1,59,2,19,39,Mosques
60,1,60,1,19,38,Mosques
61,1,61,1,19,43,Mosques
62,1,62,1,18,90,Mosques
63,1,63,2,18,16853,Mosques
64,1,64,1,16,17,Mosques
65,1,65,1,16,17,Mosques
66,1,66,1,16,17,Mosques
67,1,67,1,16,17,Mosques
68,1,68,1,16,26,Mosques
69,1,69,1,16,26,Mosques
70,1,70,1,16,26,Mosques
71,1,71,1,16,26,Mosques
72,1,72,1,16,188,Mosques
73,1,73,1,16,188,Mosques
74,1,74,1,16,18,Mosques
75,1,75,1,16,79,Mosques
76,1,76,1,14,62,Mosques
77,1,77,1,14,23,Mosques
78,1,78,1,14,55,Mosques
79,1,79,1,14,54,Mosques
80,1,80,1,14,91,Mosques
81,1,81,1,14,88,Mosques
82,1,82,1,14,99,Mosques
83,1,83,1,14,98,Mosques
84,1,84,1,13,77,Mosques
85,1,85,1,13,81,Mosques
86,1,86,1,13,80,Mosques
87,1,87,1,13,70,Mosques
88,1,88,1,13,61,Mosques
89,1,89,1,13,68,Mosques
90,1,90,1,13,24,Mosques
91,1,91,1,13,22,Mosques
92,1,92,1,10,865,Mosques
93,1,93,1,7,490,Mosques
94,1,94,2,7,18638,Mosques
0,2,0,29,49259,21699,Mosques
1,2,1,13,3970,1953,Mosques
2,2,2,12,2547,2958,Mosques
3,2,3,13,883,893,Mosques
4,2,4,8,539,804,Mosques
5,2,5,10,227,363,Mosques
6,2,6,9,200,639,Mosques
7,2,7,3,189,160,Mosques
8,2,8,3,189,160,Mosques
9,2,9,10,167,431,Mosques
10,2,10,2,166,476,Mosques
11,2,11,8,151,241,Mosques
12,2,12,9,137,2835,Mosques
13,2,13,18,130,263,Mosques
14,2,14,13,107,876,Mosques
15,2,15,2,99,525,Mosques
16,2,16,5,86,3212,Mosques
17,2,17,4,69,2057,Mosques
18,2,18,3,57,60,Mosques
19,2,19,2,57,62,Mosques
20,2,20,2,42,73,Mosques
21,2,21,2,39,104,Mosques
22,2,22,2,39,59,Mosques
23,2,23,1,36,36,Mosques
24,2,24,4,28,803,Mosques
25,2,25,2,28,167,Mosques
26,2,26,1,27,3261,Mosques
27,2,27,3,27,27,Mosques
28,2,28,2,26,28,Mosques
29,2,29,4,26,863,Mosques
30,2,30,2,25,127,Mosques
31,2,31,2,25,185,Mosques
32,2,32,2,25,82,Mosques
33,2,33,3,25,78,Mosques
34,2,34,2,25,26,Mosques
35,2,35,2,25,54,Mosques
36,2,36,2,24,30,Mosques
37,2,37,1,18,1583,Mosques
38,2,38,3,17,51,Mosques
39,2,39,5,17,24,Mosques
40,2,40,4,17,19,Mosques
41,2,41,8,16,14,Mosques
42,2,42,3,14,532,Mosques
43,2,43,1,14,21,Mosques
44,2,44,1,13,58,Mosques
45,2,45,1,12,437,Mosques
46,2,46,3,12,13,Mosques
47,2,47,3,12,78,Mosques
48,2,48,7,12,43,Mosques
49,2,49,2,10,16,Mosques
50,2,50,2,10,35,Mosques
51,2,51,2,10,20,Mosques
52,2,52,2,10,35,Mosques
53,2,53,1,10,48,Mosques
54,2,54,3,10,12,Mosques
55,2,55,3,10,31,Mosques
56,2,56,2,10,55,Mosques
57,2,57,2,10,51,Mosques
58,2,58,2,10,48,Mosques
59,2,59,1,10,41,Mosques
60,2,60,2,10,66,Mosques
61,2,61,1,10,72,Mosques
62,2,62,1,9,44,Mosques
63,2,63,2,9,71,Mosques
64,2,64,2,9,58,Mosques
65,2,65,2,9,41,Mosques
66,2,66,2,9,176,Mosques
67,2,67,2,9,15,Mosques
68,2,68,2,9,610,Mosques
69,2,69,2,9,21,Mosques
70,2,70,2,9,22,Mosques
71,2,71,2,9,16,Mosques
72,2,72,2,9,487,Mosques
73,2,73,2,9,619,Mosques
74,2,74,2,9,606,Mosques
75,2,75,3,8,458,Mosques
76,2,76,1,8,499,Mosques
77,2,77,7,7,232,Mosques
78,2,78,1,6,16,Mosques
79,2,79,1,6,16,Mosques
80,2,80,2,5,34,Mosques
81,2,81,2,5,42,Mosques
82,2,82,2,4,5,Mosques
83,2,83,2,4,6,Mosques
84,2,84,2,4,17,Mosques
85,2,85,1,4,46,Mosques
86,2,86,1,4,538,Mosques
87,2,87,1,4,311,Mosques
88,2,88,2,4,6,Mosques
89,2,89,1,4,98,Mosques
90,2,90,2,4,21,Mosques
91,2,91,1,4,14,Mosques
92,2,92,2,4,35,Mosques
93,2,93,3,3,126,Mosques
94,2,94,2,3,1158,Mosques
95,2,95,1,2,4,Mosques
96,2,96,1,2,4,Mosques
97,2,97,1,2,7,Mosques
98,2,98,1,2,7,Mosques
99,2,99,1,2,7,Mosques
100,2,100,1,2,7,Mosques
101,2,101,1,2,5,Mosques
102,2,102,1,2,5,Mosques
103,2,103,1,2,4,Mosques
104,2,104,1,2,4,Mosques
105,2,105,1,2,5,Mosques
106,2,106,1,2,6,Mosques
107,2,107,1,2,6,Mosques
108,2,108,1,2,5,Mosques
109,2,109,2,2,5,Mosques
110,2,110,2,2,6,Mosques
111,2,111,1,2,3,Mosques
112,2,112,1,2,3,Mosques
113,2,113,1,2,3,Mosques
114,2,114,1,2,3,Mosques
115,2,115,1,2,3,Mosques
116,2,116,1,2,3,Mosques
117,2,117,1,2,3,Mosques
118,2,118,1,2,3,Mosques
119,2,119,2,2,1082,Mosques
120,2,120,1,2,42,Mosques
121,2,121,2,2,44,Mosques
122,2,122,2,1,1,Mosques
123,2,123,2,1,1,Mosques
124,2,124,2,1,1,Mosques
125,2,125,2,1,1,Mosques
126,2,126,2,1,1,Mosques
127,2,127,2,1,1,Mosques
128,2,128,2,1,1968,Mosques
129,2,129,1,1,438,Mosques
0,3,0,64,17771,10780,Mosques
1,3,1,5,835,30584,Mosques
2,3,2,5,182,13006,Mosques
3,3,3,2,168,775,Mosques
4,3,4,4,107,18309,Mosques
5,3,5,4,98,120,Mosques
6,3,6,2,97,3612,Mosques
7,3,7,2,61,44072,Mosques
8,3,8,6,60,1807,Mosques
9,3,9,2,53,1495,Mosques
10,3,10,1,51,29733,Mosques
11,3,11,2,49,18197,Mosques
12,3,12,1,48,29033,Mosques
13,3,13,1,48,28684,Mosques
14,3,14,1,48,28684,Mosques
15,3,15,1,41,26233,Mosques
16,3,16,1,38,9465,Mosques
17,3,17,2,33,34060,Mosques
18,3,18,1,31,33360,Mosques
19,3,19,1,23,25858,Mosques
20,3,20,1,21,24461,Mosques
21,3,21,1,20,2823,Mosques
22,3,22,1,20,2823,Mosques
23,3,23,2,20,201,Mosques
24,3,24,2,20,201,Mosques
25,3,25,1,20,10679,Mosques
26,3,26,3,19,189,Mosques
27,3,27,1,19,586,Mosques
28,3,28,1,19,11417,Mosques
29,3,29,1,19,252,Mosques
30,3,30,1,19,252,Mosques
31,3,31,1,19,906,Mosques
32,3,32,1,19,1246,Mosques
33,3,33,1,19,897,Mosques
34,3,34,1,19,898,Mosques
35,3,35,2,19,897,Mosques
36,3,36,1,19,177,Mosques
37,3,37,1,19,163,Mosques
38,3,38,2,19,163,Mosques
39,3,39,2,19,163,Mosques
40,3,40,2,19,163,Mosques
41,3,41,2,19,162,Mosques
42,3,42,1,19,162,Mosques
43,3,43,2,19,162,Mosques
44,3,44,2,19,162,Mosques
45,3,45,2,19,161,Mosques
46,3,46,2,19,161,Mosques
47,3,47,2,19,161,Mosques
48,3,48,1,19,161,Mosques
49,3,49,1,19,162,Mosques
50,3,50,2,19,162,Mosques
51,3,51,2,19,162,Mosques
52,3,52,2,19,162,Mosques
53,3,53,2,18,181,Mosques
54,3,54,2,18,159,Mosques
55,3,55,2,18,161,Mosques
56,3,56,2,18,159,Mosques
57,3,57,2,18,161,Mosques
58,3,58,3,18,180,Mosques
59,3,59,1,18,159,Mosques
60,3,60,2,18,159,Mosques
61,3,61,2,18,171,Mosques
62,3,62,2,18,159,Mosques
63,3,63,2,18,172,Mosques
64,3,64,2,18,159,Mosques
65,3,65,4,18,42,Mosques
66,3,66,4,18,42,Mosques
67,3,67,2,17,153,Mosques
68,3,68,2,17,4675,Mosques
69,3,69,2,17,4675,Mosques
70,3,70,1,15,10411,Mosques
71,3,71,2,8,9,Mosques
72,3,72,1,8,9,Mosques
73,3,73,1,8,8,Mosques
74,3,74,2,8,8,Mosques
0,4,0,1,2061,67181,Mosques
1,4,1,4,1207,850,Mosques
2,4,2,1,111,107,Mosques
3,4,3,1,57,58,Mosques
0,5,0,2,2976,27434,Mosques
1,5,1,1,225,3042,Mosques
2,5,2,11,207,935,Mosques
3,5,3,2,61,53575,Mosques
4,5,4,1,11,16,Mosques
5,5,5,1,11,16,Mosques
6,5,6,1,11,14,Mosques
7,5,7,1,11,14,Mosques
8,5,8,1,11,14,Mosques
9,5,9,1,11,14,Mosques
10,5,10,1,11,17,Mosques
11,5,11,1,11,17,Mosques
12,5,12,1,10,11,Mosques
13,5,13,1,10,11,Mosques
0,6,0,1,885,65016,Mosques
1,6,1,1,274,361,Mosques
2,6,2,5,272,436,Mosques
3,6,3,1,149,198,Mosques
4,6,4,3,87,162,Mosques
5,6,5,6,66,404,Mosques
6,6,6,2,31,116,Mosques
7,6,7,1,9,44,Mosques
8,6,8,1,6,204,Mosques
9,6,9,2,3,286,Mosques
0,7,0,1,1705,656,Mosques
1,7,1,23,353,466,Mosques
2,7,2,4,173,387,Mosques
3,7,3,2,68,188,Mosques
4,7,4,2,29,43,Mosques
5,7,5,3,29,85,Mosques
6,7,6,8,24,25,Mosques
7,7,7,3,21,154,Mosques
8,7,8,2,17,24,Mosques
9,7,9,1,11,69,Mosques
10,7,10,3,10,86,Mosques
11,7,11,1,10,92,Mosques
12,7,12,2,9,54,Mosques
13,7,13,1,9,103,Mosques
14,7,14,1,9,83,Mosques
15,7,15,2,9,15,Mosques
16,7,16,1,8,10,Mosques
17,7,17,3,7,19,Mosques
18,7,18,3,6,85,Mosques
19,7,19,3,5,131,Mosques
20,7,20,1,5,134,Mosques
21,7,21,1,5,141,Mosques
22,7,22,1,5,127,Mosques
23,7,23,1,5,138,Mosques
24,7,24,1,5,137,Mosques
25,7,25,3,4,167,Mosques
26,7,26,1,4,147,Mosques
27,7,27,1,4,152,Mosques
28,7,28,1,4,140,Mosques
29,7,29,1,4,153,Mosques
30,7,30,1,4,142,Mosques
31,7,31,1,4,152,Mosques
32,7,32,1,4,117,Mosques
33,7,33,1,4,108,Mosques
34,7,34,1,2,6,Mosques
35,7,35,1,2,5,Mosques
36,7,36,1,2,5,Mosques
37,7,37,1,2,5,Mosques
38,7,38,1,2,4,Mosques
39,7,39,1,2,4,Mosques
40,7,40,1,2,4,Mosques
41,7,41,1,1,6,Mosques
42,7,42,1,1,17,Mosques
0,8,0,30,22940,2794,Mosques
1,8,1,26,10153,6145,Mosques
2,8,2,3,2191,1649,Mosques
3,8,3,8,952,1372,Mosques
4,8,4,7,819,1573,Mosques
5,8,5,1,541,1310,Mosques
6,8,6,4,525,1531,Mosques
7,8,7,2,365,1657,Mosques
8,8,8,26,338,675,Mosques
9,8,9,2,268,280,Mosques
10,8,10,4,245,584,Mosques
11,8,11,3,242,173,Mosques
12,8,12,12,224,619,Mosques
13,8,13,1,202,92,Mosques
14,8,14,2,88,231,Mosques
15,8,15,7,67,883,Mosques
16,8,16,8,67,942,Mosques
17,8,17,2,65,236,Mosques
18,8,18,1,57,137,Mosques
19,8,19,8,57,68,Mosques
20,8,20,1,55,55,Mosques
21,8,21,3,44,153,Mosques
22,8,22,4,44,316,Mosques
23,8,23,2,44,125,Mosques
24,8,24,3,44,152,Mosques
25,8,25,3,44,107,Mosques
26,8,26,2,44,126,Mosques
27,8,27,3,44,120,Mosques
28,8,28,2,44,126,Mosques
29,8,29,2,40,3036,Mosques
30,8,30,2,30,69,Mosques
31,8,31,5,25,23,Mosques
32,8,32,2,24,589,Mosques
33,8,33,3,24,368,Mosques
34,8,34,2,24,1040,Mosques
35,8,35,2,24,1005,Mosques
36,8,36,3,24,443,Mosques
37,8,37,3,24,1134,Mosques
38,8,38,2,24,429,Mosques
39,8,39,2,24,1194,Mosques
40,8,40,4,22,22,Mosques
41,8,41,1,20,475,Mosques
42,8,42,1,20,573,Mosques
43,8,43,4,18,844,Mosques
44,8,44,1,18,840,Mosques
45,8,45,1,18,840,Mosques
46,8,46,1,16,1978,Mosques
47,8,47,1,16,551,Mosques
48,8,48,3,13,1524,Mosques
49,8,49,2,12,51,Mosques
50,8,50,1,12,82,Mosques
51,8,51,1,12,51,Mosques
52,8,52,1,12,88,Mosques
53,8,53,1,12,51,Mosques
54,8,54,1,12,51,Mosques
55,8,55,1,12,2154,Mosques
56,8,56,1,12,502,Mosques
57,8,57,1,12,871,Mosques
58,8,58,1,12,2171,Mosques
59,8,59,1,12,1006,Mosques
60,8,60,1,11,2071,Mosques
61,8,61,1,11,45,Mosques
62,8,62,1,11,15,Mosques
63,8,63,2,11,141,Mosques
64,8,64,1,11,139,Mosques
65,8,65,1,11,43,Mosques
66,8,66,1,11,15,Mosques
67,8,67,1,11,50,Mosques
68,8,68,1,11,88,Mosques
69,8,69,1,11,139,Mosques
70,8,70,1,11,152,Mosques
71,8,71,1,11,154,Mosques
72,8,72,1,11,143,Mosques
73,8,73,1,11,145,Mosques
74,8,74,1,11,114,Mosques
75,8,75,1,7,1260,Mosques
76,8,76,1,4,7,Mosques
77,8,77,1,4,7,Mosques
78,8,78,1,4,17,Mosques
79,8,79,2,4,19,Mosques
80,8,80,2,4,7,Mosques
81,8,81,1,4,14,Mosques
82,8,82,2,4,10,Mosques
83,8,83,2,4,7,Mosques
84,8,84,1,4,21,Mosques
85,8,85,1,4,9,Mosques
86,8,86,3,1,6,Mosques
87,8,87,3,1,3,Mosques
88,8,88,3,1,3,Mosques
0,9,0,2,7224,2432,Mosques
1,9,1,1,1188,1654,Mosques
2,9,2,10,357,1052,Mosques
3,9,3,1,209,218,Mosques
4,9,4,1,208,208,Mosques
5,9,5,1,197,198,Mosques
6,9,6,1,61,224,Mosques
7,9,7,1,60,60,Mosques
8,9,8,1,37,87,Mosques
9,9,9,2,28,1331,Mosques
10,9,10,2,20,311,Mosques
11,9,11,1,20,30,Mosques
12,9,12,1,20,251,Mosques
13,9,13,1,20,263,Mosques
0,10,0,8,20250,44001,Mosques
1,10,1,7,1072,2162,Mosques
2,10,2,1,990,1932,Mosques
3,10,3,3,849,3500,Mosques
4,10,4,2,520,1295,Mosques
5,10,5,5,505,5768,Mosques
6,10,6,2,416,539,Mosques
7,10,7,10,332,1414,Mosques
8,10,8,1,328,553,Mosques
9,10,9,5,251,33180,Mosques
10,10,10,9,234,1452,Mosques
11,10,11,5,182,36995,Mosques
12,10,12,1,171,30851,Mosques
13,10,13,8,142,1521,Mosques
14,10,14,5,134,1414,Mosques
15,10,15,1,134,128,Mosques
16,10,16,2,129,131,Mosques
17,10,17,2,119,34861,Mosques
18,10,18,2,112,1268,Mosques
19,10,19,2,105,623,Mosques
20,10,20,1,60,290,Mosques
21,10,21,1,60,240,Mosques
22,10,22,1,60,267,Mosques
23,10,23,2,59,525,Mosques
24,10,24,1,55,62,Mosques
25,10,25,1,54,213,Mosques
26,10,26,1,51,262,Mosques
27,10,27,2,44,27095,Mosques
28,10,28,2,41,9534,Mosques
29,10,29,1,41,59,Mosques
30,10,30,3,40,278,Mosques
31,10,31,1,39,3905,Mosques
32,10,32,1,38,82,Mosques
33,10,33,1,37,386,Mosques
34,10,34,2,37,6867,Mosques
35,10,35,1,36,5316,Mosques
36,10,36,1,35,49,Mosques
37,10,37,4,35,357,Mosques
38,10,38,1,34,199,Mosques
39,10,39,2,34,202,Mosques
40,10,40,3,34,292,Mosques
41,10,41,1,33,190,Mosques
42,10,42,2,31,240,Mosques
43,10,43,1,30,181,Mosques
44,10,44,1,30,292,Mosques
45,10,45,2,29,205,Mosques
46,10,46,1,29,3894,Mosques
47,10,47,1,29,6334,Mosques
48,10,48,1,29,43,Mosques
49,10,49,1,28,235,Mosques
50,10,50,1,28,6670,Mosques
51,10,51,4,26,812,Mosques
52,10,52,1,26,4009,Mosques
53,10,53,4,25,890,Mosques
54,10,54,1,24,32,Mosques
55,10,55,1,24,37,Mosques
56,10,56,1,24,37,Mosques
57,10,57,1,24,1658,Mosques
58,10,58,2,23,386,Mosques
59,10,59,1,23,6013,Mosques
60,10,60,3,21,1239,Mosques
61,10,61,2,21,12,Mosques
62,10,62,1,21,5266,Mosques
63,10,63,2,20,335,Mosques
64,10,64,2,20,602,Mosques
65,10,65,2,20,219,Mosques
66,10,66,2,20,3349,Mosques
67,10,67,3,20,896,Mosques
68,10,68,1,19,178,Mosques
69,10,69,2,19,440,Mosques
70,10,70,1,19,203,Mosques
71,10,71,3,17,422,Mosques
72,10,72,1,13,240,Mosques
73,10,73,3,10,84,Mosques
0,11,0,4,8151,191,Mosques
1,11,1,6,293,669,Mosques
2,11,2,2,162,354,Mosques
3,11,3,2,156,733,Mosques
4,11,4,1,124,705,Mosques
5,11,5,2,20,0,Mosques
6,11,6,2,18,2,Mosques
7,11,7,2,13,1,Mosques
8,11,8,2,12,1,Mosques
0,12,0,20,4545,1555,Mosques
1,12,1,1,234,497,Mosques
2,12,2,16,146,847,Mosques
3,12,3,2,60,941,Mosques
4,12,4,1,24,248,Mosques
5,12,5,2,19,102,Mosques
6,12,6,2,19,77,Mosques
7,12,7,1,14,634,Mosques
8,12,8,2,13,24,Mosques
9,12,9,2,13,48,Mosques
10,12,10,2,12,114,Mosques
11,12,11,2,12,105,Mosques
12,12,12,2,12,30,Mosques
13,12,13,2,12,65,Mosques
14,12,14,2,12,24,Mosques
15,12,15,2,12,65,Mosques
16,12,16,2,12,105,Mosques
17,12,17,2,12,53,Mosques
18,12,18,2,12,48,Mosques
19,12,19,2,12,228,Mosques
20,12,20,2,12,92,Mosques
21,12,21,1,1,160,Mosques
0,13,0,2,2424,76952,Mosques
1,13,1,4,563,3737,Mosques
2,13,2,2,517,432,Mosques
3,13,3,2,8,8,Mosques
0,14,0,7,35121,13008,Mosques
1,14,1,4,7336,1570,Mosques
2,14,2,4,5624,6356,Mosques
3,14,3,3,5193,1008,Mosques
4,14,4,2,657,2941,Mosques
5,14,5,3,391,1568,Mosques
6,14,6,2,49,22,Mosques
7,14,7,3,30,1634,Mosques
8,14,8,2,23,103,Mosques
9,14,9,2,23,107,Mosques
10,14,10,2,23,76,Mosques
11,14,11,2,23,155,Mosques
12,14,12,2,23,118,Mosques
13,14,13,2,23,132,Mosques
14,14,14,2,23,111,Mosques
15,14,15,2,23,124,Mosques
16,14,16,2,19,258,Mosques
17,14,17,2,19,160,Mosques
18,14,18,2,8,0,Mosques
0,15,0,1,1591,9142,Mosques
1,15,1,6,287,312,Mosques
2,15,2,3,55,26,Mosques
